DATE,States/UTs,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato
29/06/2024,Tamil Nadu,61.63,44.76,54.83,94.42,181.63,145.04,124.42,94.33,44.25,47.88,205.08,178.43,126.43,,113.46,93.92,56.25,293.63,24.71,47.46,46.13,53.63
29/06/2024,Telangana,53.2,42.7,45.3,79.89,165.5,129.9,118.7,92.6,41.5,64.5,161.4,164.3,121.11,149.5,115.1,96.7,55.3,302.2,19.67,35.3,46,63.9
29/06/2024,Tripura,38.5,,39,89,150.67,128,111.25,103.5,48,71.25,,132.75,122.67,116,139.75,100.25,69.25,221.5,10,34.25,46.25,62.75
29/06/2024,Uttar Pradesh,39.14,26.35,32.69,84.72,161.64,122.5,115.76,93.82,44.01,63.17,190.92,140.07,127.47,129.13,151.83,109.8,50.25,237.36,26.65,29.06,39.1,40.53
29/06/2024,Uttarakhand,38,26.5,34.75,90.5,145.75,115.5,114,100,42.75,61.25,155.25,139.25,131,131,148,116.5,56.75,263.75,28,30.25,37.5,28.75
29/06/2024,West Bengal,43.8,29,38.13,82.4,158.93,120.13,125.07,104.53,46,54.33,194.78,131.93,111.93,112.47,126.27,100.4,51.93,267.13,20.33,30,38.6,60.87
30/06/2024,Andhra Pradesh,59,44.67,46,91.67,178,140.33,127.67,96.33,43,62.33,163.67,158.33,110.33,123,109.67,91,60.67,333.33,22.33,38,40.33,55.67
30/06/2024,Arunachal pradesh,48,45,45.67,102.33,155,127.33,120,106.67,55,77,143.5,176.5,168.5,144,186.5,,77.5,298.5,20,50,50,80
30/06/2024,Assam,40.43,32.4,36.57,88.07,167.14,112.36,117.29,93.71,47.43,72.5,233,148.07,134.11,130,145.2,106,60.71,255.93,15.07,32.5,40.86,63.86
30/06/2024,Bihar,37.59,27.53,32.76,83.41,156.65,124.53,115.47,80.12,44.76,56.88,177.25,135.53,121.53,123.88,159.33,101.21,47.88,286.76,22.88,25.71,36.88,43.82
30/06/2024,Chandigarh,40,32,34,95,179,130,125,98,44,62,190,148,120,129,135,105,55,253,28,30,40,43
30/06/2024,Chhattisgarh,42,40.25,40,91.25,159.5,123,120.5,89.75,45,61.67,203.33,143,119.67,114.67,124.67,101,53.33,350,22.67,36.33,39.33,71.33
30/06/2024,Delhi,40,29,32,97,177,143,127,90,44,56,209,148,129,128,141,104,58,243,26,33,50,40
30/06/2024,DNH and DD,49,41.33,47.33,91.33,177.33,149,131,95.33,43.67,65,191.67,153.33,134.67,135,127.33,107.67,63.67,350,27.33,36,39.33,69.33
30/06/2024,Gujarat,51.5,42,45.5,87,173,134.5,130,102.5,43,62.5,182.5,145,134,137.5,136,122,49.5,262.5,15.5,40,43,43.5
30/06/2024,Haryana,40,27.33,31.67,76.33,145.67,109,104.33,82.33,45.67,60.67,187,138.33,116.67,119.67,134,96,47.67,229,24,22.33,32.67,29.67
30/06/2024,Himachal Pradesh,41.08,22,33,90.58,170,136.17,117,90,46.83,52.17,216.25,164,138.58,130.2,140.5,115.5,49,270.75,27.67,33,45.83,36.42
30/06/2024,Jammu and Kashmir,43,39,45,102,157,143,140,100,50,45,,150,130,130,167,,58,303,28,40,45,37
30/06/2024,Jharkhand,40.64,32.7,35.55,88.18,163.64,118.09,114.82,84.64,45.5,59.33,190.57,142.73,126.09,127.1,148.44,109.36,52.5,278.8,25.1,30.64,38.73,50.09
30/06/2024,Karnataka,59.87,43.57,47.8,95.53,170.77,142.67,127.53,108.37,42.93,50.8,178.57,163.5,120.27,136.31,121.03,97.3,52.23,286.37,19.97,39.5,40.77,59.67
30/06/2024,Madhya Pradesh,40.54,29.2,34.39,85.49,166.83,119.78,115.49,91.71,43.45,57.6,190.49,134.85,119.1,112.15,133.82,110.76,48.25,251.55,19.43,32.39,36.68,52.39
30/06/2024,Maharashtra,53.47,39.16,43.05,92.32,179.26,136.21,127.05,96.37,43.32,60,183,159.94,129.68,112.42,122.58,102.75,55.74,302.95,23.68,41.11,39.74,62.21
30/06/2024,Meghalaya,44.33,37.33,35,92.67,165,127.67,121,92.67,48,74,,131.5,130,124,210,,75,330,30,36,46,58.5
30/06/2024,Mizoram,50,37.5,52.5,98,,,120,107.5,50,77.5,,185,220,140,,,137.5,520,27.5,50,65,66.5
30/06/2024,Odisha,39.2,36.33,40.8,85.6,167.3,126.9,112.6,83.3,45.7,52.6,169.33,140.2,110.67,125.75,114.2,93.8,51.7,289.43,26.8,33.1,38.5,63.3
30/06/2024,Puducherry,65,45,40,93,182,140,125,92,46,48,203,146,142,,110,101,48,298,26,50,47,41
30/06/2024,Punjab,39.17,25.5,30.92,91.17,161,126.83,116.83,97.58,44.67,61.64,199.36,129.58,123.42,116.58,132,101.33,53.83,285.83,26.08,31.33,45,34.33
30/06/2024,Rajasthan,41.86,29.14,31.43,73.14,140.71,111.86,105,87.29,41.29,55.29,169.14,141.57,122.14,132.14,149.83,111,42.14,299.29,21.14,26,39.14,42
30/06/2024,Sikkim,57,34,40.5,80,127.5,132.5,119,105,47.5,62.5,,185,140.5,167,200,,58,381.5,19,35,60,47.5
30/06/2024,Tamil Nadu,61.16,44.76,55.11,94.89,182.37,145.84,125,96.19,44.26,46.95,203.21,179.33,130.05,,112.95,93.42,57.16,299.58,24.63,47.79,46.11,52.95
30/06/2024,Telangana,49.67,40.67,49,80.33,163,133.33,115.67,94,39.67,60,157.67,155.33,106.67,104,111,97,54.33,290,19.33,29,44,60
30/06/2024,Uttar Pradesh,38.97,26.51,32.85,85.37,161.39,122.74,115.13,94.03,44.08,62.7,190.93,140.1,127.29,129.44,152.3,110.74,50.32,236.13,26.69,29.47,39.82,41.82
30/06/2024,West Bengal,41.64,29,38.36,81.09,158.64,118.18,123.45,105.36,45.45,54.82,195.25,131.91,110.18,114.09,129.27,101.64,53,258.18,19.73,29.55,40.36,61.36
